	drug_id	drug_name	drug_status
4599	DB06412	Oxymetholone	approved, illicit
4600	DB06413	Armodafinil	approved, investigational
4601	DB06414	Etravirine	approved
4602	DB06420	Annamycin	investigational
4603	DB06421	Declopramide	investigational
4604	DB06422	Ticalopride	investigational
4605	DB06423	Endostatin	investigational
4606	DB06429	Talnetant	investigational
4607	DB06433	Tezacitabine	investigational
4608	DB06436	Semaxanib	investigational
4609	DB06439	Tyloxapol	approved, investigational
4610	DB06441	Cangrelor	approved
4611	DB06442	Avasimibe	investigational
4612	DB06444	Dexanabinol	investigational
4613	DB06446	Dotarizine	investigational
4614	DB06447	E5531	investigational
4615	DB06448	Lonafarnib	investigational
4616	DB06451	Aprinocarsen	investigational
4617	DB06454	Sarizotan	investigational
4618	DB06457	Tecastemizole	investigational
4619	DB06460	Enrasentan	investigational
4620	DB06468	Cariporide	investigational
4621	DB06469	Lestaurtinib	investigational
4622	DB06470	Clomethiazole	investigational
4623	DB06471	Naxifylline	investigational
4624	DB06472	Fradafiban	investigational
4625	DB06474	Sibrotuzumab	investigational
4626	DB06475	Ruplizumab	investigational
4627	DB06477	Sumanirole	investigational
4628	DB06479	Propentofylline	investigational
4629	DB06480	Prucalopride	approved
4630	DB06481	Manitimus	investigational
4631	DB06486	Enzastaurin	investigational
4632	DB06492	Mirococept	investigational
4633	DB06494	Sufugolix	investigational
4634	DB06495	Onercept	investigational
4635	DB06497	Aplaviroc	investigational
4636	DB06503	MLN2222	investigational
4637	DB06506	Repinotan	investigational
4638	DB06510	Muraglitazar	investigational
4639	DB06511	AMGN-0007	investigational
4640	DB06512	Deramciclane	investigational
4641	DB06515	Resiniferatoxin	investigational
4642	DB06518	R-1487	investigational
4643	DB06521	Ertiprotafib	investigational
4644	DB06525	Ganstigmine	investigational
4645	DB06530	Resiquimod	investigational
4646	DB06533	Ragaglitazar	investigational
4647	DB06534	Thrombopoietin	investigational
4648	DB06536	Tesaglitazar	investigational
4649	DB06538	Robalzotan	investigational
4650	DB06543	Astaxanthin	investigational
4651	DB06548	Minodronic acid	investigational
4652	DB06549	Labradimil	investigational
4653	DB06550	Bivatuzumab	investigational
4654	DB06552	rNAPc2	investigational
4655	DB06558	Tezosentan	investigational
4656	DB06560	Pascolizumab	investigational
4657	DB06579	Adipiplon	investigational
4658	DB06581	Bevirimat	investigational
4659	DB06584	TG4010	investigational
4660	DB06586	Cetilistat	investigational
4661	DB06587	Mitemcinal	investigational
4662	DB06589	Pazopanib	approved
4663	DB06594	Agomelatine	approved, investigational
4664	DB06595	Midostaurin	approved, investigational
4665	DB06599	Lexatumumab	investigational
4666	DB06602	Reslizumab	approved, investigational
4667	DB06603	Panobinostat	approved, investigational
4668	DB06605	Apixaban	approved
4669	DB06607	Catumaxomab	approved, investigational, withdrawn
4670	DB06612	Mepolizumab	approved, investigational
4671	DB06614	Peramivir	approved, investigational
4672	DB06616	Bosutinib	approved
4673	DB06623	Flupirtine	investigational
4674	DB06626	Axitinib	approved, investigational
4675	DB06634	Casopitant	investigational
4676	DB06635	Otamixaban	investigational
4677	DB06637	Dalfampridine	approved
4678	DB06641	Perifosine	investigational
4679	DB06642	Bevasiranib	investigational
4680	DB06643	Denosumab	approved
4681	DB06650	Ofatumumab	approved
4682	DB06652	Vicriviroc	investigational
4683	DB06654	Safinamide	approved, investigational
4684	DB06655	Liraglutide	approved
4685	DB06660	Saredutant	investigational
4686	DB06663	Pasireotide	approved
4687	DB06670	Odanacatib	investigational
4688	DB06674	Golimumab	approved
4689	DB06677	Clazosentan	investigational
4690	DB06678	Esmirtazapine	investigational
4691	DB06680	Asoprisnil	investigational
4692	DB06681	Belatacept	approved, investigational
4693	DB06684	Vilazodone	approved
4694	DB06688	Sipuleucel-T	approved, investigational
4695	DB06689	Ethanolamine oleate	approved
4696	DB06691	Mepyramine	approved, vet_approved
4697	DB06692	Aprotinin	approved, investigational, withdrawn
4698	DB06693	Mevastatin	experimental
4699	DB06694	Xylometazoline	approved, investigational
4700	DB06695	Dabigatran etexilate	approved
4701	DB06696	Arbekacin	experimental, investigational
4702	DB06698	Betahistine	approved, investigational
4703	DB06699	Degarelix	approved
4704	DB06700	Desvenlafaxine	approved, investigational
4705	DB06701	Dexmethylphenidate	approved, investigational
4706	DB06702	Fesoterodine	approved
4707	DB06706	Isometheptene	approved
4708	DB06707	Levonordefrin	approved
4709	DB06709	Methacholine	approved, investigational
4710	DB06710	Methyltestosterone	approved
4711	DB06711	Naphazoline	approved, investigational
4712	DB06712	Nilvadipine	approved, investigational
4713	DB06713	Norelgestromin	approved, investigational
4714	DB06714	Propylhexedrine	approved
4715	DB06716	Fospropofol	approved, illicit, investigational
4716	DB06719	Buserelin	approved, investigational
4717	DB06720	Velaglucerase alfa	approved, investigational
4718	DB06725	Lornoxicam	approved, investigational
4719	DB06726	Bufuralol	experimental
4720	DB06728	Aniline	experimental
4721	DB06729	Sulfaphenazole	approved
4722	DB06730	Gestodene	investigational
4723	DB06732	beta-Naphthoflavone	experimental
4724	DB06733	Bafilomycin A1	experimental
4725	DB06734	Bafilomycin B1	experimental
4726	DB06736	Aceclofenac	approved, investigational
4727	DB06738	Ketobemidone	investigational
4728	DB06739	Seratrodast	experimental
4729	DB06741	Gavestinel	investigational
4730	DB06749	Ginsenoside Rb1	nutraceutical
4731	DB06750	Ginsenoside Rg1	nutraceutical
4732	DB06751	Drotaverine	approved, investigational
4733	DB06752	Chymopapain	approved, withdrawn
4734	DB06754	Danaparoid	approved, withdrawn
4735	DB06756	Glycine betaine	approved, nutraceutical
4736	DB06757	Manganese	approved, nutraceutical
4737	DB06759	Fomivirsen	approved, investigational, withdrawn
4738	DB06764	Tetryzoline	approved
4739	DB06766	Alcaftadine	approved
4740	DB06771	Besifloxacin	approved
4741	DB06772	Cabazitaxel	approved
4742	DB06773	Human calcitonin	approved, investigational
4743	DB06774	Capsaicin	approved
4744	DB06775	Carglumic acid	approved
4745	DB06777	Chenodeoxycholic acid	approved
4746	DB06779	Dalteparin	approved
4747	DB06780	Desoxycorticosterone acetate	approved
4748	DB06781	Difluprednate	approved
4749	DB06782	Dimercaprol	approved
4750	DB06785	Ganirelix	approved
4751	DB06786	Halcinonide	approved, investigational, withdrawn
4752	DB06787	Hexocyclium	approved
4753	DB06788	Histrelin	approved
4754	DB06789	Hydroxyprogesterone caproate	approved, investigational
4755	DB06791	Lanreotide	approved
4756	DB06795	Mafenide	approved, vet_approved
4757	DB06800	Methylnaltrexone	approved
4758	DB06802	Nepafenac	approved, investigational
4759	DB06809	Plerixafor	approved
4760	DB06813	Pralatrexate	approved, investigational
4761	DB06814	Protokylol	approved, vet_approved
4762	DB06817	Raltegravir	approved
4763	DB06819	Phenylbutyric acid	approved, investigational
4764	DB06821	Sulfameter	approved
4765	DB06822	Tinzaparin	approved
4766	DB06825	Triptorelin	approved, vet_approved
4767	DB06828	5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole	experimental
4768	DB06829	4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID	experimental
4769	DB06830	(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	experimental
4770	DB06831	2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE	experimental
4771	DB06832	2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL	experimental
4772	DB06833	1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE	experimental
4773	DB06834	N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide	experimental
4774	DB06835	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	experimental
4775	DB06836	N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	experimental
4776	DB06837	(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide	experimental
4777	DB06838	methyl L-phenylalaninate	experimental
4778	DB06840	diethyl [(1R)-1,5-diaminopentyl]boronate	experimental
4779	DB06841	D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide	experimental
4780	DB06842	(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one	experimental
4781	DB06843	2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE	experimental
4782	DB06844	4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE	experimental
4783	DB06845	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide	experimental
4784	DB06847	5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	experimental
4785	DB06848	1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine	experimental
4786	DB06849	1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine	experimental
4787	DB06850	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide	experimental
4788	DB06851	N-(pyridin-3-ylmethyl)aniline	experimental
4789	DB06852	4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE	experimental
4790	DB06853	N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental
4791	DB06855	6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine	experimental
4792	DB06856	6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE	experimental
4793	DB06857	N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE	experimental
4794	DB06858	N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental
4795	DB06859	N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE	experimental
4796	DB06860	2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione	experimental
4797	DB06861	6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE	experimental
4798	DB06862	2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID	experimental
4799	DB06864	2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID	experimental
4800	DB06865	6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	experimental
4801	DB06866	6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID	experimental
4802	DB06867	3,6,9,12,15,18-HEXAOXAICOSANE	experimental
4803	DB06868	N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide	experimental
4804	DB06869	1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE	experimental
4805	DB06870	17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE	experimental
4806	DB06871	17-METHYL-17-ALPHA-DIHYDROEQUILENIN	experimental
4807	DB06872	1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE	experimental
4808	DB06873	1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE	experimental
4809	DB06874	(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL	experimental
4810	DB06875	3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE	experimental
4811	DB06876	N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE	experimental
4812	DB06877	N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	experimental
4813	DB06878	1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide	experimental
4814	DB06879	5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE	experimental
4815	DB06880	(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	experimental
4816	DB06881	(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE	experimental
4817	DB06882	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea	experimental
4818	DB06883	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea	experimental
4819	DB06884	4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE	experimental
4820	DB06886	N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL	experimental
4821	DB06887	[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid	experimental
4822	DB06888	(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE	experimental
4823	DB06889	3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one	experimental
4824	DB06890	(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE	experimental
4825	DB06891	5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE	experimental
4826	DB06892	(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide	experimental
4827	DB06893	1-DECANE-SULFONIC-ACID	experimental
4828	DB06894	1-DODECANOL	experimental
4829	DB06896	1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide	experimental
4830	DB06897	3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol	experimental
4831	DB06898	4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol	experimental
4832	DB06899	N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE	experimental
4833	DB06900	1-[4-(hydroxymethyl)phenyl]guanidine	experimental
4834	DB06901	2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL	experimental
4835	DB06902	4-(1-methyl-1-phenylethyl)phenol	experimental
4836	DB06903	(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid	experimental
4837	DB06904	(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE	experimental
4838	DB06905	(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	experimental
4839	DB06906	2-AMINO-4-HYDROXYPYRIMIDINE-5-CARBOXYLIC ACID ETHYL ESTER	experimental
4840	DB06908	(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	experimental
4841	DB06909	1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide	experimental
4842	DB06910	[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE	experimental
4843	DB06911	D-leucyl-N-(3-chlorobenzyl)-L-prolinamide	experimental
4844	DB06912	UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE	experimental
4845	DB06913	(2R,3R)-3-{[3,5-BIS(TRIFLUOROMETHYL)PHENYL]AMINO}-2-CYANO-3-THIOXOPROPANAMIDE	experimental
4846	DB06914	1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE	experimental
4847	DB06916	N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE	experimental
4848	DB06917	(4-fluorophenyl)(pyridin-4-yl)methanone	experimental
4849	DB06918	2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE	experimental
4850	DB06919	D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide	experimental
4851	DB06920	Eribaxaban	experimental
4852	DB06921	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID	experimental
4853	DB06922	2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid	experimental
4854	DB06923	2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE	experimental
4855	DB06924	(2R)-2-benzyl-3-nitropropanoic acid	experimental
4856	DB06925	3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE	experimental
4857	DB06926	(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid	experimental
4858	DB06927	[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE	experimental
4859	DB06928	(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID	experimental
4860	DB06929	1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	experimental
4861	DB06930	N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide	experimental
4862	DB06931	(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)	experimental
4863	DB06932	10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine	experimental
